% lab2.dat - noise-free and noisy ECG data
% ----------------------------------------
%  t          s(t)             x(t)
0.0000    0.0019136140     0.5019136140
0.0010    0.0019136140     0.4668018569
0.0020    0.0019136140     0.3663979277
0.0030    0.0019136140     0.2148032598
0.0040    0.0019136140     0.0333088738
0.0050    0.0019136140    -0.1525948832
0.0060    0.0019136140    -0.3167983809
0.0070    0.0019136140    -0.4362397260
0.0080    0.0021869874    -0.4938703632
0.0090    0.0024603609    -0.4818312197
0.0100    0.0027337343    -0.4017747629
0.0110    0.0030071077    -0.2649062898
0.0120    0.0032804811    -0.0904101762
0.0130    0.0035538546     0.0972445119
0.0140    0.0038272280     0.2717406255
0.0150    0.0041006014     0.4086090986
0.0160    0.0043739748     0.4886655554
0.0170    0.0046473483     0.5007046989
0.0180    0.0049207217     0.4430740617
0.0190    0.0051940951     0.3239060900
0.0200    0.0054674686     0.1599759657
0.0210    0.0057408420    -0.0256544178
0.0220    0.0060142154    -0.2068754304
0.0230    0.0062875888    -0.3581967249
0.0240    0.0065609623    -0.4583272807
0.0250    0.0074281635    -0.4925718365
0.0260    0.0088891926    -0.4559990503
0.0270    0.0109440496    -0.3535402641
0.0280    0.0135927343    -0.1992969114
0.0290    0.0168352469    -0.0145600128
0.0300    0.0206715874     0.1751800846
0.0310    0.0251017557     0.3438137505
0.0320    0.0301257518     0.4682790918
0.0330    0.0357435757     0.5318009264
0.0340    0.0419552275     0.5262468081
0.0350    0.0487607071     0.4532692043
0.0360    0.0561600146     0.3240734121
0.0370    0.0641531499     0.1578438072
0.0380    0.0727401130    -0.0209505443
0.0390    0.0819209040    -0.1859924935
0.0400    0.0911016949    -0.3134068023
0.0410    0.1002824859    -0.3840090947
0.0420    0.1094632768    -0.3865940738
0.0430    0.1186440678    -0.3195092722
0.0440    0.1278248588    -0.1908871361
0.0450    0.1370056497    -0.0175028475
0.0460    0.1461864407     0.1775817004
0.0470    0.1553672316     0.3682568774
0.0480    0.1645480226     0.5290323363
0.0490    0.1737288136     0.6386170565
0.0500    0.1829096045     0.6829096045
0.0510    0.1920903955     0.6569786384
0.0520    0.2012711864     0.5657555002
0.0530    0.2104519774     0.4233416232
0.0540    0.2196327684     0.2510280281
0.0550    0.2288135593     0.0743050621
0.0560    0.2379943503    -0.0807176446
0.0570    0.2471751412    -0.1909781988
0.0580    0.2563559322    -0.2397014185
0.0590    0.2655367232    -0.2187548574
0.0600    0.2747175141    -0.1297909831
0.0610    0.2826741996     0.0147608021
0.0620    0.2894067797     0.1957161224
0.0630    0.2949152542     0.3886059115
0.0640    0.2991996234     0.5671130208
0.0650    0.3022598870     0.7067683842
0.0660    0.3040960452     0.7883876258
0.0670    0.3047080979     0.8007654486
0.0680    0.3040960452     0.7422493852
0.0690    0.3022598870     0.6209718819
0.0700    0.2991996234     0.4537081205
0.0710    0.2949152542     0.2635199945
0.0720    0.2894067797     0.0765171339
0.0730    0.2826741996    -0.0818101141
0.0740    0.2747175141    -0.1901707288
0.0750    0.2655367232    -0.2344632768
0.0760    0.2563559322    -0.2085323107
0.0770    0.2471751412    -0.1173091725
0.0780    0.2379943503     0.0251047045
0.0790    0.2288135593     0.1974182996
0.0800    0.2196327684     0.3741412655
0.0810    0.2104519774     0.5291639723
0.0820    0.2012711864     0.6394245265
0.0830    0.1920903955     0.6881477461
0.0840    0.1829096045     0.6672011851
0.0850    0.1737288136     0.5782373107
0.0860    0.1645480226     0.4324614201
0.0870    0.1553672316     0.2490578889
0.0880    0.1461864407     0.0524957834
0.0890    0.1370056497    -0.1309077478
0.0900    0.1278248588    -0.2766836384
0.0910    0.1186440678    -0.3656475128
0.0920    0.1094632768    -0.3865940738
0.0930    0.1002824859    -0.3378708541
0.0940    0.0911016949    -0.2276103000
0.0950    0.0819209040    -0.0725875932
0.0960    0.0727401130     0.1041353728
0.0970    0.0641590928     0.2770487386
0.0980    0.0561778433     0.4206621570
0.0990    0.0487963645     0.5136846075
0.1000    0.0420146565     0.5420146565
0.1010    0.0358327192     0.5007209622
0.1020    0.0302505527     0.3947348664
0.1030    0.0252681569     0.2381578027
0.1040    0.0208855318     0.0522807916
0.1050    0.0171026775    -0.1374058197
0.1060    0.0139195939    -0.3047924010
0.1070    0.0113362810    -0.4268170590
0.1080    0.0093527389    -0.4867046118
0.1090    0.0079689675    -0.4763226131
0.1100    0.0071849668    -0.3973235303
0.1110    0.0070007369    -0.2609126606
0.1120    0.0068165070    -0.0868741503
0.1130    0.0066322771     0.1003229344
0.1140    0.0064480472     0.2743614447
0.1150    0.0062638172     0.4107723144
0.1160    0.0060795873     0.4903711679
0.1170    0.0058953574     0.5019527081
0.1180    0.0057111275     0.4438644675
0.1190    0.0055268976     0.3242388924
0.1200    0.0053426676     0.1598511648
0.1210    0.0051584377    -0.0262368220
0.1220    0.0049742078    -0.2079154380
0.1230    0.0047899779    -0.3596943358
0.1240    0.0046057480    -0.4602824950
0.1250    0.0044215181    -0.4955784819
0.1260    0.0042372881    -0.4606509548
0.1270    0.0040530582    -0.3604312555
0.1280    0.0038688283    -0.2090208175
0.1290    0.0036845984    -0.0277106614
0.1300    0.0035003685     0.1580088656
0.1310    0.0033161385     0.3220281334
0.1320    0.0031319086     0.4412852486
0.1330    0.0029476787     0.4990050294
0.1340    0.0027634488     0.4870550293
0.1350    0.0025792189     0.4070877161
0.1360    0.0023949889     0.2703083864
0.1370    0.0022107590     0.0959014163
0.1380    0.0020265291    -0.0916641282
0.1390    0.0018422992    -0.2660710983
0.1400    0.0016580693    -0.4028504279
0.1410    0.0014738394    -0.4828177412
0.1420    0.0012896094    -0.4947677412
0.1430   -0.0006286148    -0.4387819548
0.1440   -0.0042808334    -0.3229928283
0.1450   -0.0096670463    -0.1641755435
0.1460   -0.0167872535     0.0146080062
0.1470   -0.0256414551     0.1872481907
0.1480   -0.0362296510     0.3282546627
0.1490   -0.0485518412     0.4163364018
0.1500   -0.0626080257     0.4373919743
0.1510   -0.0783982046     0.3864900383
0.1520   -0.0959223778     0.2685619359
0.1530   -0.1151805453     0.0977091005
0.1540   -0.1309914026    -0.0995961428
0.1550   -0.1433549496    -0.2978634468
0.1560   -0.1522711864    -0.4709831813
0.1570   -0.1577401130    -0.5958934530
0.1580   -0.1580277350    -0.6540850856
0.1590   -0.1531340524    -0.6374256330
0.1600   -0.1430590652    -0.5475675624
0.1610   -0.1278027735    -0.3957161710
0.1620   -0.1073651772    -0.2010558345
0.1630   -0.0817462763     0.0119443810
0.1640   -0.0509460709     0.2169673266
0.1650   -0.0149645609     0.3895439363
0.1660    0.0261982537     0.5104898343
0.1670    0.0725423729     0.5685997235
0.1680    0.1240677966     0.5622211366
0.1690    0.1755932203     0.4943052152
0.1700    0.2271186441     0.3816271413
0.1710    0.2786440678     0.2472488080
0.1720    0.3301694915     0.1172798457
0.1730    0.3816949153     0.0172106015
0.1740    0.4332203390    -0.0316679040
0.1750    0.4847457627    -0.0152542373
0.1760    0.5362711864     0.0713829435
0.1770    0.5877966102     0.2233122965
0.1780    0.6393220339     0.4264323881
0.1790    0.6825084746     0.6511132148
0.1800    0.7173559322     0.8718644294
0.1810    0.7438644068     1.0625764017
0.1820    0.7620338983     1.2001872383
0.1830    0.7718644068     1.2679217574
0.1840    0.7733559322     1.2576475128
0.1850    0.7665084746     1.1710169718
0.1860    0.7513220339     1.0192354314
0.1870    0.7277966102     0.8214872675
0.1880    0.6959322034     0.6022415461
0.1890    0.6557288136     0.3878154161
0.1900    0.6071864407     0.2026779435
0.1910    0.5503050847     0.0660135042
0.1920    0.4850847458    -0.0109726049
0.1930    0.4115254237    -0.0266279163
0.1940    0.3379661017     0.0192541068
0.1950    0.2644067797     0.1098982825
0.1960    0.1908474576     0.2222427174
0.1970    0.1172881356     0.3301777814
0.1980    0.0437288136     0.4082131273
0.1990   -0.0298305085     0.4350577345
0.2000   -0.1033898305     0.3966101695
0.2010   -0.1769491525     0.2879390904
0.2020   -0.2505084746     0.1139758391
0.2030   -0.3240677966    -0.1111781508
0.2040   -0.3880621469    -0.3566668871
0.2050   -0.4424915254    -0.5970000226
0.2060   -0.4873559322    -0.8060679271
0.2070   -0.5226553672    -0.9608087073
0.2080   -0.5483898305    -1.0444471812
0.2090   -0.5645593220    -1.0488509026
0.2100   -0.5711638418    -0.9756723390
0.2110   -0.5682033898    -0.8361167873
0.2120   -0.5556779661    -0.6493686234
0.2130   -0.5335875706    -0.4398969133
0.2140   -0.5019322034    -0.2340188059
0.2150   -0.4607118644    -0.0562033672
0.2160   -0.4145751537     0.0697164269
0.2170   -0.3635220711     0.1325352795
0.2180   -0.3075526169     0.1306007231
0.2190   -0.2562317626     0.0624802323
0.2200   -0.2095595083    -0.0550510111
0.2210   -0.1675358540    -0.1989311137
0.2220   -0.1301607997    -0.3430504454
0.2230   -0.0974343453    -0.4619186590
0.2240   -0.0693564910    -0.5342447339
0.2250   -0.0459272366    -0.5459272366
